completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,price_level
,1350,Lama,Condominium,3,1,2,980,Partially Furnished,Kuala Lumpur,13,2,cheap
,600,Serdang,Condominium,2,1,1,591,Not Furnished,Kuala Lumpur,10,1,cheap
,1200,Lama,Condominium,3,1,2,980,Partially Furnished,Kuala Lumpur,13,2,cheap
,750,Selatan,Apartment,3,1,2,660,Not Furnished,Kuala Lumpur,4,2,cheap
,700,Kuching,Apartment,3,,2,715,Not Furnished,Kuala Lumpur,2,2,cheap
,1200,Jalil,Apartment,3,1,2,900,Partially Furnished,Kuala Lumpur,4,1,cheap
,1700,Kepong,Condominium,3,2,2,1000,Partially Furnished,Kuala Lumpur,5,2,cheap
2016,2000,City,Service Residence,1,1,2,910,Fully Furnished,Kuala Lumpur,11,3,Expensive
2020,999,Kepong,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,5,2,cheap
,2000,Maju,Service Residence,3,2,2,827,Partially Furnished,Kuala Lumpur,9,4,Expensive
,1300,Cheras,Condominium,3,1,2,748,Partially Furnished,Kuala Lumpur,7,,cheap
2014,1600,Cheras,Service Residence,2,1,2,916,Fully Furnished,Kuala Lumpur,9,4,Expensive
,1600,Road,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,14,3,cheap
,900,Desa,Apartment,2,1,2,600,Partially Furnished,Kuala Lumpur,1,,cheap
2008,1000,Pantai,Apartment,3,1,2,750,Not Furnished,Kuala Lumpur,7,2,cheap
,1700,Kepong,Apartment,2,1,2,866,Partially Furnished,Kuala Lumpur,11,,Expensive
,1350,Kepong,Condominium,3,1,2,900,Partially Furnished,Kuala Lumpur,3,1,cheap
2017,2800,South,Service Residence,2,1,2,823,Fully Furnished,Kuala Lumpur,9,4,Expensive
2020,1200,Keramat,Condominium,3,2,2,936,Not Furnished,Kuala Lumpur,12,,cheap
,3200,Bangsar,Condominium,3,1,3,1700,Partially Furnished,Kuala Lumpur,11,4,Expensive
2005,1250,Cheras,Condominium,3,1,2,950,Fully Furnished,Kuala Lumpur,7,,cheap
,1200,Heights,Condominium,1,1,1,520,Fully Furnished,Kuala Lumpur,10,,Expensive
,2000,Sentul,Condominium,3,2,2,800,Fully Furnished,Kuala Lumpur,12,2,Expensive
2007,1200,Cheras,Condominium,3,1,2,806,Partially Furnished,Kuala Lumpur,4,,cheap
,2500,Kepong,Apartment,2,1,2,866,Fully Furnished,Kuala Lumpur,11,,Expensive
,2300,Kepong,Apartment,2,1,2,866,Fully Furnished,Kuala Lumpur,11,,Expensive
,2100,KLCC,Condominium,1,1,1,720,Fully Furnished,Kuala Lumpur,7,4,Expensive
2017,1499,Maju,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,8,4,cheap
,900,Setapak,Apartment,3,,1,653,Partially Furnished,Kuala Lumpur,3,2,cheap
,1000,Ampang,Apartment,3,1,2,900,Not Furnished,Kuala Lumpur,3,1,cheap
,1499,Maju,Service Residence,3,1,2,816,Partially Furnished,Kuala Lumpur,2,4,cheap
,1800,Brickfields,Apartment,3,1,2,1300,Not Furnished,Kuala Lumpur,2,2,Expensive
,800,Kepong,Apartment,3,,2,935,Partially Furnished,Kuala Lumpur,2,1,cheap
,1000,Maju,Condominium,2,1,1,700,Not Furnished,Kuala Lumpur,7,1,cheap
,1500,Kepong,Service Residence,3,1,2,918,Fully Furnished,Kuala Lumpur,7,,cheap
2013,2200,Melawati,Service Residence,3,1,2,1007,Fully Furnished,Kuala Lumpur,8,3,Expensive
,604,Indah,Condominium,2,2,1,590,Not Furnished,Kuala Lumpur,12,4,cheap
2021,3300,Segambut,Service Residence,3,2,3,1302,Partially Furnished,Kuala Lumpur,12,3,Expensive
,1300,KLCC,Apartment,3,2,2,962,Partially Furnished,Kuala Lumpur,6,,cheap
2021,1400,Sentul,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,14,5,cheap
2021,1200,Setapak,Condominium,3,2,2,800,Fully Furnished,Kuala Lumpur,14,5,cheap
2010,1600,Ampang,Service Residence,3,1,2,1041,Partially Furnished,Kuala Lumpur,12,2,cheap
2018,2500,Cheras,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,8,5,Expensive
,2700,South,Apartment,2,,1,635,Partially Furnished,Kuala Lumpur,8,4,Expensive
2007,1250,Kepong,Condominium,3,1,2,962,Partially Furnished,Kuala Lumpur,10,,cheap
,1600,Road,Condominium,3,2,2,1385,Fully Furnished,Kuala Lumpur,1,5,cheap
,1450,Road,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,,5,cheap
,1500,Pudu,Apartment,3,1,2,980,Partially Furnished,Kuala Lumpur,6,,cheap
,1500,Pudu,Apartment,3,1,2,980,Partially Furnished,Kuala Lumpur,9,2,cheap
2014,1500,Sentul,Condominium,3,1,2,1100,Partially Furnished,Kuala Lumpur,8,,cheap
,1000,Desa,Apartment,3,,2,657,Fully Furnished,Kuala Lumpur,4,,cheap
2019,1800,Puchong,Condominium,3,2,2,1002,Fully Furnished,Kuala Lumpur,9,,Expensive
,1500,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,9,,cheap
2004,1350,Kepong,Apartment,2,1,2,850,Fully Furnished,Kuala Lumpur,,,Expensive
,900,Kepong,Apartment,3,,2,950,Partially Furnished,Kuala Lumpur,5,1,cheap
,1500,Pudu,Apartment,3,,2,980,Not Furnished,Kuala Lumpur,6,,cheap
,1400,Setapak,Service Residence,2,2,2,900,Partially Furnished,Kuala Lumpur,8,3,Expensive
2019,2000,Segambut,Service Residence,2,2,2,903,Partially Furnished,Kuala Lumpur,9,3,Expensive
,1800,Hartamas,Service Residence,1,,1,500,Fully Furnished,Kuala Lumpur,7,3,Expensive
,602,Serdang,Condominium,2,1,1,590,Not Furnished,Kuala Lumpur,10,1,cheap
,1300,Seputeh,Apartment,2,,2,970,Fully Furnished,Kuala Lumpur,8,1,Expensive
,1800,Maju,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,4,3,Expensive
,1300,KLCC,Apartment,3,2,2,962,Partially Furnished,Kuala Lumpur,6,,cheap
2015,1600,Cheras,Condominium,3,1,2,1142,Partially Furnished,Kuala Lumpur,11,4,cheap
,1190,Jaya,Apartment,3,1,1,800,Partially Furnished,Kuala Lumpur,4,1,cheap
,1000,Maju,Apartment,2,1,1,600,Not Furnished,Kuala Lumpur,5,3,cheap
,1000,Jalil,Apartment,3,,2,800,Fully Furnished,Kuala Lumpur,4,,cheap
,850,Jalil,Apartment,3,,2,800,Not Furnished,Kuala Lumpur,4,,cheap
,1000,Jalil,Apartment,3,,2,800,Fully Furnished,Kuala Lumpur,4,,cheap
,1500,Jalil,Apartment,3,1,2,1200,Partially Furnished,Kuala Lumpur,5,2,cheap
2011,3000,KLCC,Condominium,3,1,3,1050,Fully Furnished,Kuala Lumpur,8,4,Expensive
,1100,Cheras,Apartment,3,1,2,805,Partially Furnished,Kuala Lumpur,4,2,cheap
,1200,Jalil,Condominium,3,1,2,1224,Partially Furnished,Kuala Lumpur,7,1,cheap
,700,Cheras,Apartment,3,1,2,700,Not Furnished,Kuala Lumpur,1,2,cheap
,1350,Ampang,Condominium,3,1,2,1050,Partially Furnished,Kuala Lumpur,9,2,cheap
2015,2700,South,Condominium,3,2,2,1019,Fully Furnished,Kuala Lumpur,7,4,Expensive
2023,2500,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,13,4,Expensive
,800,Kuching,Apartment,3,,2,764,Not Furnished,Kuala Lumpur,5,1,cheap
2003,1200,Setapak,Condominium,3,2,2,900,Not Furnished,Kuala Lumpur,3,1,cheap
2022,2199,Setapak,Service Residence,3,2,2,880,Fully Furnished,Kuala Lumpur,6,4,Expensive
,1000,Kepong,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,11,2,cheap
,1399,Sentul,Apartment,3,1,2,1001,Partially Furnished,Kuala Lumpur,9,2,cheap
,1000,Sentul,Condominium,3,,2,850,Fully Furnished,Kuala Lumpur,9,,cheap
,1000,Desa,Condominium,3,,2,850,Fully Furnished,Kuala Lumpur,4,,cheap
2015,1800,Cheras,Condominium,2,2,2,833,Fully Furnished,Kuala Lumpur,9,,Expensive
2013,1900,Kuching,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,9,3,Expensive
,1000,Selatan,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,,1,cheap
,1450,Cheras,Condominium,1,2,1,600,Fully Furnished,Kuala Lumpur,12,4,Expensive
,2100,Besi,Service Residence,2,2,2,1025,Fully Furnished,Kuala Lumpur,5,3,Expensive
,2000,Others,Condominium,2,,2,803,Partially Furnished,Kuala Lumpur,8,2,Expensive
2019,2000,Road,Service Residence,3,1,2,1120,Partially Furnished,Kuala Lumpur,10,,Expensive
2019,1700,Kepong,Condominium,3,2,2,1100,Partially Furnished,Kuala Lumpur,14,,cheap
,1800,KLCC,Condominium,2,,2,800,Fully Furnished,Kuala Lumpur,9,,Expensive
2020,2000,Kepong,Apartment,3,2,3,1073,Fully Furnished,Kuala Lumpur,14,,Expensive
2007,1300,Cheras,Condominium,3,1,2,900,Fully Furnished,Kuala Lumpur,7,,cheap
2020,1600,Kepong,Service Residence,3,2,2,932,Partially Furnished,Kuala Lumpur,13,,cheap
,1300,Petaling,Apartment,3,1,2,829,Partially Furnished,Kuala Lumpur,5,4,cheap
,1300,City,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,8,,cheap
2006,1750,Centre,Condominium,1,1,1,510,Fully Furnished,Kuala Lumpur,8,4,Expensive
,1700,Setapak,Service Residence,3,1,2,1040,Not Furnished,Kuala Lumpur,10,1,cheap
2007,1700,Setapak,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,11,4,cheap
,3200,Bintang,Condominium,3,,2,1300,Fully Furnished,Kuala Lumpur,9,,Expensive
2019,1500,Kepong,Condominium,3,2,2,1100,Partially Furnished,Kuala Lumpur,14,,cheap
2022,1700,Desa,Condominium,3,2,2,925,Partially Furnished,Kuala Lumpur,10,3,cheap
2012,1700,Kepong,Condominium,3,2,2,1074,Fully Furnished,Kuala Lumpur,5,,cheap
2006,2100,ParkCity,Condominium,1,1,1,635,Fully Furnished,Kuala Lumpur,7,3,Expensive
2019,1500,Gombak,Service Residence,3,1,2,948,Partially Furnished,Kuala Lumpur,14,,cheap
,2200,City,Condominium,1,,1,720,Fully Furnished,Kuala Lumpur,7,,Expensive
,1500,Desa,Condominium,3,1,2,800,Fully Furnished,Kuala Lumpur,5,2,cheap
,1100,City,Apartment,3,1,2,800,Not Furnished,Kuala Lumpur,9,,cheap
,800,Kepong,Apartment,3,,2,935,Partially Furnished,Kuala Lumpur,2,1,cheap
2020,1390,Sentul,Apartment,3,1,2,876,Not Furnished,Kuala Lumpur,7,,cheap
,800,Kepong,Apartment,3,,2,935,Not Furnished,Kuala Lumpur,2,1,cheap
,1000,Kepong,Apartment,3,,2,855,Partially Furnished,Kuala Lumpur,1,,cheap
2021,1600,Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,5,,cheap
2005,1650,Cheras,Condominium,3,1,2,900,Fully Furnished,Kuala Lumpur,7,3,cheap
,750,Ampang,Apartment,3,,1,760,Not Furnished,Kuala Lumpur,1,1,cheap
2020,2000,Sentul,Apartment,3,1,2,876,Fully Furnished,Kuala Lumpur,7,4,Expensive
2019,2400,Pantai,Condominium,3,2,2,1235,Fully Furnished,Kuala Lumpur,9,3,Expensive
,800,Besi,Apartment,2,,1,600,Not Furnished,Kuala Lumpur,1,1,cheap
,1280,Cheras,Condominium,3,1,2,865,Not Furnished,Kuala Lumpur,8,2,cheap
2013,2380,Hilir,Service Residence,2,2,2,970,Fully Furnished,Kuala Lumpur,4,3,Expensive
,1300,Cheras,Condominium,3,1,2,750,Partially Furnished,Kuala Lumpur,6,,cheap
2020,1380,Sentul,Service Residence,3,1,2,900,Partially Furnished,Kuala Lumpur,11,1,cheap
,2500,Bintang,Condominium,3,,3,1200,Fully Furnished,Kuala Lumpur,7,,Expensive
,2000,Pandan,Service Residence,2,,2,856,Fully Furnished,Kuala Lumpur,9,3,Expensive
2015,1200,Besi,Apartment,2,2,1,565,Partially Furnished,Kuala Lumpur,7,4,Expensive
,2450,Seputeh,Condominium,3,1,2,1450,Fully Furnished,Kuala Lumpur,13,5,Expensive
2016,1550,Pantai,Service Residence,3,2,2,986,Partially Furnished,Kuala Lumpur,9,3,cheap
2007,1350,Cheras,Condominium,3,1,2,810,Fully Furnished,Kuala Lumpur,7,3,cheap
,850,Kepong,Apartment,3,,2,750,Not Furnished,Kuala Lumpur,4,1,cheap
,1300,Ampang,Apartment,3,2,2,926,Partially Furnished,Kuala Lumpur,7,,cheap
,1300,Segambut,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,7,,cheap
2020,1350,Keramat,Condominium,3,1,2,900,Partially Furnished,Kuala Lumpur,14,4,cheap
,1300,Seputeh,Apartment,2,,2,970,Partially Furnished,Kuala Lumpur,6,2,Expensive
2008,2200,Kiara,Condominium,2,1,2,913,Fully Furnished,Kuala Lumpur,8,,Expensive
2016,3000,Damansara,Condominium,3,2,3,1610,Fully Furnished,Kuala Lumpur,9,,Expensive
2019,2200,Perdana,Apartment,2,2,2,775,Fully Furnished,Kuala Lumpur,9,3,Expensive
,3300,KLCC,Condominium,3,1,2,1500,Fully Furnished,Kuala Lumpur,9,3,Expensive
2017,1800,Road,Service Residence,2,1,2,645,Fully Furnished,Kuala Lumpur,6,3,Expensive
2016,2600,Damansara,Condominium,3,2,3,1610,Fully Furnished,Kuala Lumpur,9,,Expensive
,1700,Setapak,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,14,5,cheap
,1800,Cheras,Condominium,3,,2,1100,Fully Furnished,Kuala Lumpur,5,4,Expensive
,1850,OUG,Condominium,3,1,2,958,Partially Furnished,Kuala Lumpur,7,,Expensive
,1300,Petaling,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,6,2,cheap
2021,1810,City,Condominium,3,1,2,851,Not Furnished,Kuala Lumpur,,,Expensive
2017,2480,Cheras,Service Residence,3,2,2,1050,Fully Furnished,Kuala Lumpur,7,4,Expensive
2019,1500,Perdana,Apartment,1,1,1,450,Fully Furnished,Kuala Lumpur,8,3,Expensive
,800,Kepong,Apartment,3,1,2,970,Not Furnished,Kuala Lumpur,5,1,cheap
,1000,Desa,Condominium,3,,2,850,Fully Furnished,Kuala Lumpur,4,,cheap
,1399,Road,Condominium,3,1,2,1100,Not Furnished,Kuala Lumpur,,1,cheap
2020,1450,Keramat,Condominium,3,1,2,800,Not Furnished,Kuala Lumpur,8,1,cheap
2019,2600,Jalil,Service Residence,3,2,2,1061,Partially Furnished,Kuala Lumpur,6,3,Expensive
2021,1500,Setapak,Condominium,3,1,2,800,Fully Furnished,Kuala Lumpur,13,2,cheap
2019,2500,Jalil,Service Residence,3,2,2,1061,Partially Furnished,Kuala Lumpur,7,3,Expensive
,1200,Ampang,Condominium,3,1,2,1042,Partially Furnished,Kuala Lumpur,9,2,cheap
,600,Jalil,Condominium,2,1,1,590,Not Furnished,Kuala Lumpur,10,1,cheap
2017,2300,Ipoh,Condominium,3,2,2,1234,Partially Furnished,Kuala Lumpur,12,5,Expensive
2020,1400,Sentul,Service Residence,3,1,2,820,Partially Furnished,Kuala Lumpur,11,5,cheap
2017,1450,Sentul,Service Residence,3,1,2,1096,Not Furnished,Kuala Lumpur,11,3,cheap
,2000,Segambut,Condominium,2,1,2,852,Partially Furnished,Kuala Lumpur,12,5,Expensive
2017,2000,Ipoh,Condominium,3,2,2,977,Partially Furnished,Kuala Lumpur,9,2,Expensive
2021,1500,Sentul,Service Residence,2,1,1,800,Partially Furnished,Kuala Lumpur,10,3,Expensive
,1600,Jalil,Condominium,3,2,2,1224,Fully Furnished,Kuala Lumpur,8,5,cheap
2017,3100,South,Service Residence,3,1,2,990,Fully Furnished,Kuala Lumpur,9,3,Expensive
2017,3100,South,Service Residence,3,2,2,1119,Fully Furnished,Kuala Lumpur,9,3,Expensive
2023,1700,Cheras,Condominium,3,2,2,850,Partially Furnished,Kuala Lumpur,9,3,cheap
2023,2200,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,9,4,Expensive
2021,1300,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,8,3,Expensive
2016,850,Cheras,Condominium,1,1,1,600,Fully Furnished,Kuala Lumpur,,1,Expensive
,3400,Cheras,Service Residence,2,1,2,887,Fully Furnished,Kuala Lumpur,10,4,Expensive
,1300,Segambut,Apartment,3,1,2,955,Partially Furnished,Kuala Lumpur,9,3,cheap
,1200,Cheras,Condominium,1,1,1,717,Partially Furnished,Kuala Lumpur,14,3,Expensive
,1300,Road,Condominium,3,,2,980,Fully Furnished,Kuala Lumpur,7,4,cheap
2019,1400,Kepong,Condominium,3,2,2,1100,Not Furnished,Kuala Lumpur,14,2,cheap
2018,2500,Maju,Condominium,3,2,2,1152,Partially Furnished,Kuala Lumpur,9,3,Expensive
,1100,Jalil,Condominium,3,,2,850,Not Furnished,Kuala Lumpur,12,5,cheap
2019,1650,Kepong,Condominium,2,1,2,775,Partially Furnished,Kuala Lumpur,14,1,Expensive
,1600,Pandan,Apartment,3,1,2,900,Fully Furnished,Kuala Lumpur,9,3,cheap
2014,1750,Sentul,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,12,4,cheap
2020,1500,Sentul,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,8,4,cheap
2007,1100,Kepong,Condominium,3,1,2,650,Partially Furnished,Kuala Lumpur,10,2,cheap
,1250,South,Apartment,3,,2,750,Partially Furnished,Kuala Lumpur,,,cheap
2018,1300,Kepong,Condominium,3,1,2,1200,Partially Furnished,Kuala Lumpur,5,2,cheap
,1400,Setapak,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,12,4,cheap
2017,1400,Sentul,Service Residence,3,2,2,1009,Partially Furnished,Kuala Lumpur,8,1,cheap
,850,Besi,Apartment,2,,1,688,Partially Furnished,Kuala Lumpur,2,2,cheap
,1800,Sentul,Apartment,3,1,2,1000,Fully Furnished,Kuala Lumpur,9,4,Expensive
2017,1400,Sentul,Service Residence,3,1,2,1009,Partially Furnished,Kuala Lumpur,8,1,cheap
,900,Sentul,Apartment,2,,1,570,Not Furnished,Kuala Lumpur,1,2,cheap
2020,1400,Sentul,Service Residence,3,1,2,820,Partially Furnished,Kuala Lumpur,10,2,cheap
,2400,Titiwangsa,Service Residence,2,1,1,710,Fully Furnished,Kuala Lumpur,7,3,Expensive
,1050,Kepong,Service Residence,3,,2,900,Not Furnished,Kuala Lumpur,7,,cheap
2025,2280,Cheras,Service Residence,2,2,2,893,Fully Furnished,Kuala Lumpur,11,4,Expensive
2021,1450,Lama,Condominium,3,1,2,1200,Partially Furnished,Kuala Lumpur,6,3,cheap
2019,2499,Jalil,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,9,,Expensive
2019,2200,Kepong,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,14,2,Expensive
,1000,Desa,Apartment,3,,2,850,Fully Furnished,Kuala Lumpur,,,cheap
,1000,Desa,Condominium,3,,2,850,Fully Furnished,Kuala Lumpur,4,,cheap
,1000,Desa,Condominium,3,,2,850,Fully Furnished,Kuala Lumpur,4,,cheap
,1250,Jalil,Condominium,3,1,2,775,Partially Furnished,Kuala Lumpur,9,3,cheap
2020,2000,Pantai,Apartment,3,1,2,810,Fully Furnished,Kuala Lumpur,6,2,Expensive
2010,1100,Cheras,Condominium,3,1,2,755,Partially Furnished,Kuala Lumpur,9,4,cheap
2021,2200,Segambut,Service Residence,3,2,2,1033,Partially Furnished,Kuala Lumpur,8,,Expensive
,1000,Road,Apartment,3,1,2,850,Not Furnished,Kuala Lumpur,3,,cheap
2020,1900,Kepong,Apartment,3,2,2,1073,Fully Furnished,Kuala Lumpur,14,5,Expensive
2009,1400,Ipoh,Condominium,2,1,2,840,Partially Furnished,Kuala Lumpur,8,3,Expensive
2022,1600,Setapak,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,7,4,cheap
2020,1200,Keramat,Condominium,3,2,2,936,Not Furnished,Kuala Lumpur,11,,cheap
2012,1100,Besi,Condominium,3,1,2,904,Partially Furnished,Kuala Lumpur,10,4,cheap
,1800,Cheras,Condominium,3,1,2,1025,Fully Furnished,Kuala Lumpur,14,3,Expensive
2020,2500,Ampang,Condominium,2,2,2,850,Fully Furnished,Kuala Lumpur,7,,Expensive
,700,Cheras,Apartment,2,,1,650,Partially Furnished,Kuala Lumpur,3,1,cheap
,1800,Sentul,Condominium,1,1,1,600,Fully Furnished,Kuala Lumpur,,,Expensive
2017,2000,Segambut,Condominium,3,2,2,1155,Fully Furnished,Kuala Lumpur,7,4,Expensive
,1500,Pandan,Apartment,3,1,2,996,Partially Furnished,Kuala Lumpur,,,cheap
,1800,Ipoh,Condominium,3,2,2,978,Fully Furnished,Kuala Lumpur,9,4,Expensive
2017,1499,Maju,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,8,4,cheap
,1300,Ampang,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,5,,cheap
,1250,Pandan,Apartment,3,,2,900,Not Furnished,Kuala Lumpur,7,,cheap
2003,1450,Setapak,Condominium,3,1,2,935,Fully Furnished,Kuala Lumpur,,,cheap
,1700,Cheras,Condominium,3,2,2,1050,Partially Furnished,Kuala Lumpur,,,cheap
2021,1380,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,12,1,cheap
2015,1800,Ampang,Condominium,1,1,1,705,Fully Furnished,Kuala Lumpur,10,3,Expensive
2019,1900,Kepong,Service Residence,3,2,2,990,Partially Furnished,Kuala Lumpur,,3,Expensive
,1800,Hilir,Condominium,2,1,2,930,Fully Furnished,Kuala Lumpur,,,Expensive
2017,2100,Setapak,Condominium,3,2,3,1477,Partially Furnished,Kuala Lumpur,5,,Expensive
,1250,Cheras,Apartment,3,,2,850,Partially Furnished,Kuala Lumpur,5,2,cheap
2010,2200,Melawati,Condominium,3,2,2,1000,Fully Furnished,Kuala Lumpur,7,,Expensive
2022,2400,Desa,Condominium,3,2,2,950,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1350,Pandan,Condominium,3,1,2,900,Partially Furnished,Kuala Lumpur,10,2,cheap
2019,2600,Jalil,Service Residence,3,2,2,1061,Fully Furnished,Kuala Lumpur,5,3,Expensive
2018,2480,Ipoh,Service Residence,3,2,2,1087,Fully Furnished,Kuala Lumpur,12,4,Expensive
,900,Cheras,Apartment,2,,1,600,Partially Furnished,Kuala Lumpur,5,,cheap
2002,1300,Cheras,Apartment,3,1,2,750,Partially Furnished,Kuala Lumpur,4,2,cheap
2020,1500,Sentul,Service Residence,3,1,2,820,Partially Furnished,Kuala Lumpur,9,2,cheap
,1499,Maju,Service Residence,3,1,2,816,Partially Furnished,Kuala Lumpur,,4,cheap
,1400,Sentul,Condominium,3,2,2,800,Partially Furnished,Kuala Lumpur,9,,cheap
2017,1399,Setapak,Condominium,3,2,2,908,Partially Furnished,Kuala Lumpur,7,,cheap
2022,1550,Desa,Condominium,3,2,2,950,Partially Furnished,Kuala Lumpur,14,5,cheap
2020,1500,Sentul,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,7,3,cheap
2016,1600,Besi,Service Residence,3,2,2,1121,Partially Furnished,Kuala Lumpur,10,3,cheap
,1999,Setapak,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,,,Expensive
,2000,Sentul,Service Residence,2,1,2,750,Fully Furnished,Kuala Lumpur,8,4,Expensive
,3450,Kiara,Condominium,3,,2,940,Fully Furnished,Kuala Lumpur,11,3,Expensive
,1600,Pandan,Condominium,3,1,2,900,Fully Furnished,Kuala Lumpur,9,2,cheap
,1300,Cheras,Condominium,3,1,2,968,Fully Furnished,Kuala Lumpur,9,4,cheap
,1600,Desa,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,7,4,cheap
,1350,Cheras,Condominium,3,2,2,1003,Partially Furnished,Kuala Lumpur,14,5,cheap
2019,1450,Setapak,Condominium,3,2,2,928,Partially Furnished,Kuala Lumpur,5,,cheap
,1600,Cheras,Condominium,3,2,2,1003,Partially Furnished,Kuala Lumpur,14,5,cheap
,1500,Ipoh,Condominium,3,1,2,1200,Partially Furnished,Kuala Lumpur,8,2,cheap
,1400,Kepong,Condominium,3,1,2,950,Partially Furnished,Kuala Lumpur,3,2,cheap
2014,2100,Jalil,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,14,5,Expensive
2021,2100,Kepong,Apartment,2,2,2,872,Fully Furnished,Kuala Lumpur,12,3,Expensive
,1500,Sentul,Condominium,3,,2,1011,Partially Furnished,Kuala Lumpur,6,1,cheap
,1090,Road,Apartment,3,,2,750,Partially Furnished,Kuala Lumpur,,1,cheap
2015,1988,Cheras,Condominium,2,2,2,900,Fully Furnished,Kuala Lumpur,14,5,Expensive
2017,2100,Road,Service Residence,3,1,2,1100,Fully Furnished,Kuala Lumpur,14,3,Expensive
,1000,Jalil,Apartment,3,1,2,800,Not Furnished,Kuala Lumpur,,,cheap
,1800,KLCC,Condominium,2,,2,700,Fully Furnished,Kuala Lumpur,10,4,Expensive
2015,1488,Cheras,Condominium,1,2,1,600,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1300,Jaya,Condominium,3,1,2,1060,Not Furnished,Kuala Lumpur,9,2,cheap
,1800,Cheras,Condominium,3,1,2,1098,Fully Furnished,Kuala Lumpur,3,,Expensive
,1500,Cheras,Condominium,3,1,2,1050,Fully Furnished,Kuala Lumpur,7,4,cheap
2017,1400,Sentul,Service Residence,3,1,2,900,Not Furnished,Kuala Lumpur,14,1,cheap
2021,1488,Cheras,Condominium,3,2,2,1000,Partially Furnished,Kuala Lumpur,14,5,cheap
,2000,Cheras,Condominium,3,2,3,1010,Fully Furnished,Kuala Lumpur,14,4,Expensive
2013,1600,Cyberjaya,Condominium,3,2,2,1000,Fully Furnished,Selangor,7,3,cheap
,1300,Klang,Apartment,3,,2,960,Not Furnished,Selangor,4,,cheap
,2500,Klang,Service Residence,3,2,2,815,Fully Furnished,Selangor,1,,Expensive
2018,1800,Alam,Apartment,2,1,1,800,Fully Furnished,Selangor,14,,Expensive
,900,Jaya,Apartment,2,,1,600,Partially Furnished,Selangor,3,,cheap
,500,Jaya,Apartment,3,1,2,650,Not Furnished,Selangor,7,2,cheap
,2200,389,Service Residence,3,,2,883,Fully Furnished,Selangor,12,4,Expensive
2018,2300,Klang,Service Residence,2,2,2,855,Fully Furnished,Selangor,9,4,Expensive
2014,1750,Alam,Condominium,2,1,2,836,Partially Furnished,Selangor,7,,Expensive
,1000,Alam,Apartment,2,1,2,560,Partially Furnished,Selangor,9,5,cheap
,1950,Alam,Apartment,3,2,2,1100,Partially Furnished,Selangor,6,,Expensive
2014,1600,Cheras,Service Residence,2,1,2,702,Partially Furnished,Selangor,10,,Expensive
2020,1250,Cyberjaya,Service Residence,1,1,1,450,Fully Furnished,Selangor,5,2,Expensive
,1650,Jaya,Service Residence,2,1,2,581,Fully Furnished,Selangor,,,Expensive
,900,Alam,Apartment,3,2,2,800,Not Furnished,Selangor,2,,cheap
,1300,Alam,Apartment,3,2,2,700,Fully Furnished,Selangor,6,2,cheap
2010,1700,Jaya,Service Residence,2,2,2,856,Fully Furnished,Selangor,7,,Expensive
2010,1200,Kembangan,Apartment,3,1,2,890,Fully Furnished,Selangor,6,4,cheap
2020,1000,Kajang,Condominium,3,2,2,1095,Partially Furnished,Selangor,8,,cheap
2020,1600,Kajang,Apartment,3,2,2,1470,Fully Furnished,Selangor,,,cheap
